,bow,bat,bat_order,b.num,inning,tm_bat,tm_bow,city,date,competition,mtype,tr,wkt,over,fpp,fmid,fdth,inn.num,m.num,m.tbov,tm,tm_abbr,name,fname,battype,bowltype,bowlarm,bowlcat,bowlcat.l2,lpos
994,KM Asif,Washington Sundar,5,7.2,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,8,0,1,0,2.0,5,528.0,,,,,,,,,,
995,KM Asif,Washington Sundar,5,7.3,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,8,0,1,0,2.0,5,528.0,,,,,,,,,,
996,KM Asif,Washington Sundar,5,7.4,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,8,0,1,0,2.0,5,528.0,,,,,,,,,,
997,KM Asif,Washington Sundar,5,7.7,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,8,0,1,0,2.0,5,528.0,,,,,,,,,,
998,JO Holder,Washington Sundar,5,8.2,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,1,9,0,1,0,2.0,5,529.0,,,,,,,,,,
999,JO Holder,GD Phillips,6,8.3,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,9,0,1,0,2.0,5,529.0,,,,,,,,,,
1000,JO Holder,GD Phillips,6,8.4,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,9,0,1,0,2.0,5,529.0,,,,,,,,,,
1001,JO Holder,GD Phillips,6,8.5,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,6,0,9,0,1,0,2.0,5,529.0,,,,,,,,,,
1002,JO Holder,GD Phillips,6,8.6,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,9,0,1,0,2.0,5,529.0,,,,,,,,,,
1003,R Ashwin,GD Phillips,6,9.1,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,10,0,1,0,2.0,5,530.0,,,,,,,,,,
1004,R Ashwin,Abdul Samad,7,9.5,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,10,0,1,0,2.0,5,530.0,,,,,,,,,,
1005,R Ashwin,Abdul Samad,7,9.4,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,10,0,1,0,2.0,5,530.0,,,,,,,,,,
1006,JO Holder,MA Agarwal,4,3.3,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,4,1,0,0,2.0,5,524.0,,,,,,,,,,
1007,YS Chahal,MA Agarwal,4,10.6,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,1,11,0,1,0,2.0,5,531.0,,,,,,,,,,
1008,JO Holder,MA Agarwal,4,3.2,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,4,0,4,1,0,0,2.0,5,524.0,,,,,,,,,,
1009,TA Boult,HC Brook,3,0.6,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,1,1,0,0,2.0,5,521.0,,,,,,,,,,
1010,TA Boult,MA Agarwal,4,2.4,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,3,1,0,0,2.0,5,523.0,,,,,,,,,,
1011,R Ashwin,Abdul Samad,7,9.6,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,10,0,1,0,2.0,5,530.0,,,,,,,,,,
1012,TA Boult,RA Tripathi,2,0.4,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,1,1,0,0,2.0,5,521.0,,,,,,,,,,
1013,TA Boult,RA Tripathi,2,0.5,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,1,1,1,0,0,2.0,5,521.0,,,,,,,,,,
1014,KM Asif,HC Brook,3,1.3,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,2,1,0,0,2.0,5,522.0,,,,,,,,,,
1015,KM Asif,HC Brook,3,1.4,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,4,0,2,1,0,0,2.0,5,522.0,,,,,,,,,,
1016,KM Asif,HC Brook,3,1.5,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,2,1,0,0,2.0,5,522.0,,,,,,,,,,
1017,KM Asif,HC Brook,3,1.6,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,2,1,0,0,2.0,5,522.0,,,,,,,,,,
1018,TA Boult,HC Brook,3,2.5,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,3,1,0,0,2.0,5,523.0,,,,,,,,,,
1019,TA Boult,HC Brook,3,2.6,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,3,1,0,0,2.0,5,523.0,,,,,,,,,,
1020,JO Holder,HC Brook,3,3.5,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,4,1,0,0,2.0,5,524.0,,,,,,,,,,
1021,JO Holder,HC Brook,3,3.6,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,4,1,0,0,2.0,5,524.0,,,,,,,,,,
1022,TA Boult,HC Brook,3,4.2,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,5,1,0,0,2.0,5,525.0,,,,,,,,,,
1023,TA Boult,HC Brook,3,4.3,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,5,1,0,0,2.0,5,525.0,,,,,,,,,,
1024,JO Holder,MA Agarwal,4,3.1,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,4,1,0,0,2.0,5,524.0,,,,,,,,,,
1025,TA Boult,HC Brook,3,4.4,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,5,1,0,0,2.0,5,525.0,,,,,,,,,,
1026,R Ashwin,HC Brook,3,5.2,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,2,0,6,1,0,0,2.0,5,526.0,,,,,,,,,,
1027,R Ashwin,HC Brook,3,5.3,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,2,0,6,1,0,0,2.0,5,526.0,,,,,,,,,,
1028,R Ashwin,HC Brook,3,5.4,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,6,1,0,0,2.0,5,526.0,,,,,,,,,,
1029,YS Chahal,HC Brook,3,6.1,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,7,0,1,0,2.0,5,527.0,,,,,,,,,,
1030,YS Chahal,HC Brook,3,6.2,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,7,0,1,0,2.0,5,527.0,,,,,,,,,,
1031,YS Chahal,HC Brook,3,6.3,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,7,0,1,0,2.0,5,527.0,,,,,,,,,,
1032,YS Chahal,HC Brook,3,6.5,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,2,0,7,0,1,0,2.0,5,527.0,,,,,,,,,,
1033,YS Chahal,HC Brook,3,6.6,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,1,7,0,1,0,2.0,5,527.0,,,,,,,,,,
1034,KM Asif,MA Agarwal,4,1.1,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,2,0,2,1,0,0,2.0,5,522.0,,,,,,,,,,
1035,KM Asif,MA Agarwal,4,1.2,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,2,1,0,0,2.0,5,522.0,,,,,,,,,,
1036,TA Boult,MA Agarwal,4,2.1,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,3,1,0,0,2.0,5,523.0,,,,,,,,,,
1037,TA Boult,MA Agarwal,4,2.2,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,3,1,0,0,2.0,5,523.0,,,,,,,,,,
1038,TA Boult,MA Agarwal,4,2.3,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,4,0,3,1,0,0,2.0,5,523.0,,,,,,,,,,
1039,TA Boult,HC Brook,3,4.5,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,5,1,0,0,2.0,5,525.0,,,,,,,,,,
1040,YS Chahal,Abdul Samad,7,10.2,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,11,0,1,0,2.0,5,531.0,,,,,,,,,,
1041,NA Saini,Umran Malik,10,19.3,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,6,0,20,0,0,1,2.0,5,540.0,,,,,,,,,,
1042,YS Chahal,Abdul Samad,7,10.5,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,11,0,1,0,2.0,5,531.0,,,,,,,,,,
1043,NA Saini,AU Rashid,8,12.5,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,4,0,13,0,1,0,2.0,5,533.0,,,,,,,,,,
1044,NA Saini,AU Rashid,8,12.6,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,13,0,1,0,2.0,5,533.0,,,,,,,,,,
1045,NA Saini,AU Rashid,8,12.8,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,13,0,1,0,2.0,5,533.0,,,,,,,,,,
1046,YS Chahal,AU Rashid,8,13.1,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,14,0,1,0,2.0,5,534.0,,,,,,,,,,
1047,YS Chahal,AU Rashid,8,13.3,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,2,0,14,0,1,0,2.0,5,534.0,,,,,,,,,,
1048,YS Chahal,AU Rashid,8,13.4,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,2,0,14,0,1,0,2.0,5,534.0,,,,,,,,,,
1049,YS Chahal,AU Rashid,8,13.5,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,14,0,1,0,2.0,5,534.0,,,,,,,,,,
1050,YS Chahal,AU Rashid,8,13.6,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,1,14,0,1,0,2.0,5,534.0,,,,,,,,,,
1051,KM Asif,B Kumar,9,14.6,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,15,0,1,0,2.0,5,535.0,,,,,,,,,,
1052,R Ashwin,B Kumar,9,15.1,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,16,0,1,0,2.0,5,536.0,,,,,,,,,,
1053,R Ashwin,B Kumar,9,15.3,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,16,0,1,0,2.0,5,536.0,,,,,,,,,,
1054,R Ashwin,B Kumar,9,15.4,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,16,0,1,0,2.0,5,536.0,,,,,,,,,,
1055,R Ashwin,B Kumar,9,15.5,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,16,0,1,0,2.0,5,536.0,,,,,,,,,,
1056,NA Saini,AU Rashid,8,12.3,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,13,0,1,0,2.0,5,533.0,,,,,,,,,,
1057,JO Holder,B Kumar,9,16.3,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,17,0,0,1,2.0,5,537.0,,,,,,,,,,
1058,YS Chahal,B Kumar,9,17.3,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,2,0,18,0,0,1,2.0,5,538.0,,,,,,,,,,
1059,YS Chahal,B Kumar,9,17.4,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,18,0,0,1,2.0,5,538.0,,,,,,,,,,
1060,YS Chahal,B Kumar,9,17.5,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,1,18,0,0,1,2.0,5,538.0,,,,,,,,,,
1061,YS Chahal,Umran Malik,10,17.6,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,18,0,0,1,2.0,5,538.0,,,,,,,,,,
1062,TA Boult,Umran Malik,10,18.2,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,19,0,0,1,2.0,5,539.0,,,,,,,,,,
1063,TA Boult,Umran Malik,10,18.3,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,19,0,0,1,2.0,5,539.0,,,,,,,,,,
1064,TA Boult,Umran Malik,10,18.4,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,4,0,19,0,0,1,2.0,5,539.0,,,,,,,,,,
1065,TA Boult,Umran Malik,10,18.5,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,6,0,19,0,0,1,2.0,5,539.0,,,,,,,,,,
1066,TA Boult,Umran Malik,10,18.6,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,2,0,19,0,0,1,2.0,5,539.0,,,,,,,,,,
1067,NA Saini,Umran Malik,10,19.4,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,20,0,0,1,2.0,5,540.0,,,,,,,,,,
1068,,Fazalhaq Farooqi,11,0.0,,SRH,,Hyderabad,2023-04-02,IPL,T20,0,0,1,1,0,0,,5,,,,,,,,,,,
1069,,T Natarajan,12,0.0,,SRH,,Hyderabad,2023-04-02,IPL,T20,0,0,1,1,0,0,,5,,,,,,,,,,,
1070,TA Boult,Abhishek Sharma,1,0.3,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,1,1,1,0,0,2.0,5,521.0,,,,,,,,,,
1071,JO Holder,B Kumar,9,16.4,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,17,0,0,1,2.0,5,537.0,,,,,,,,,,
1072,NA Saini,AU Rashid,8,12.2,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,13,0,1,0,2.0,5,533.0,,,,,,,,,,
1073,R Ashwin,AU Rashid,8,11.8,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,6,0,12,0,1,0,2.0,5,532.0,,,,,,,,,,
1074,R Ashwin,AU Rashid,8,11.7,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,12,0,1,0,2.0,5,532.0,,,,,,,,,,
1075,R Ashwin,Abdul Samad,7,11.1,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,2,0,12,0,1,0,2.0,5,532.0,,,,,,,,,,
1076,R Ashwin,Abdul Samad,7,11.2,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,12,0,1,0,2.0,5,532.0,,,,,,,,,,
1077,R Ashwin,Abdul Samad,7,11.3,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,12,0,1,0,2.0,5,532.0,,,,,,,,,,
1078,R Ashwin,Abdul Samad,7,11.4,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,12,0,1,0,2.0,5,532.0,,,,,,,,,,
1079,NA Saini,Abdul Samad,7,12.1,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,13,0,1,0,2.0,5,533.0,,,,,,,,,,
1080,NA Saini,Abdul Samad,7,12.4,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,13,0,1,0,2.0,5,533.0,,,,,,,,,,
1081,NA Saini,Abdul Samad,7,12.7,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,13,0,1,0,2.0,5,533.0,,,,,,,,,,
1082,YS Chahal,Abdul Samad,7,13.2,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,14,0,1,0,2.0,5,534.0,,,,,,,,,,
1083,KM Asif,Abdul Samad,7,14.1,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,2,0,15,0,1,0,2.0,5,535.0,,,,,,,,,,
1084,KM Asif,Abdul Samad,7,14.2,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,15,0,1,0,2.0,5,535.0,,,,,,,,,,
1085,KM Asif,Abdul Samad,7,14.3,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,15,0,1,0,2.0,5,535.0,,,,,,,,,,
1086,KM Asif,Abdul Samad,7,14.4,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,15,0,1,0,2.0,5,535.0,,,,,,,,,,
1087,KM Asif,Abdul Samad,7,14.5,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,15,0,1,0,2.0,5,535.0,,,,,,,,,,
1088,R Ashwin,Abdul Samad,7,15.2,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,16,0,1,0,2.0,5,536.0,,,,,,,,,,
1089,R Ashwin,Abdul Samad,7,15.6,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,16,0,1,0,2.0,5,536.0,,,,,,,,,,
1090,JO Holder,Abdul Samad,7,16.1,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,17,0,0,1,2.0,5,537.0,,,,,,,,,,
1091,JO Holder,Abdul Samad,7,16.2,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,17,0,0,1,2.0,5,537.0,,,,,,,,,,
1092,JO Holder,Abdul Samad,7,16.5,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,17,0,0,1,2.0,5,537.0,,,,,,,,,,
1093,JO Holder,Abdul Samad,7,16.6,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,17,0,0,1,2.0,5,537.0,,,,,,,,,,
1094,YS Chahal,Abdul Samad,7,17.1,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,18,0,0,1,2.0,5,538.0,,,,,,,,,,
1095,YS Chahal,Abdul Samad,7,17.2,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,18,0,0,1,2.0,5,538.0,,,,,,,,,,
1096,TA Boult,Abdul Samad,7,18.1,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,19,0,0,1,2.0,5,539.0,,,,,,,,,,
1097,NA Saini,Abdul Samad,7,19.1,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,6,0,20,0,0,1,2.0,5,540.0,,,,,,,,,,
1098,NA Saini,Abdul Samad,7,19.2,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,1,0,20,0,0,1,2.0,5,540.0,,,,,,,,,,
1099,NA Saini,Abdul Samad,7,19.5,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,4,0,20,0,0,1,2.0,5,540.0,,,,,,,,,,
1100,NA Saini,Abdul Samad,7,19.6,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,4,0,20,0,0,1,2.0,5,540.0,,,,,,,,,,
1101,NA Saini,Abdul Samad,7,19.7,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,20,0,0,1,2.0,5,540.0,,,,,,,,,,
1102,R Ashwin,AU Rashid,8,11.5,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,12,0,1,0,2.0,5,532.0,,,,,,,,,,
1103,R Ashwin,AU Rashid,8,11.6,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,12,0,1,0,2.0,5,532.0,,,,,,,,,,
1104,YS Chahal,Abdul Samad,7,10.4,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,11,0,1,0,2.0,5,531.0,,,,,,,,,,
1105,TA Boult,Abhishek Sharma,1,0.2,2nd innings,SRH,RR,Hyderabad,2023-04-02,IPL,T20,0,0,1,1,0,0,2.0,5,521.0,,,,,,,,,,
1106,AU Rashid,SV Samson,3,15.1,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,6,0,16,0,1,0,1.0,5,526.0,,,,,,,,,,
1107,,YS Chahal,12,0.0,,RR,,Hyderabad,2023-04-02,IPL,T20,0,0,1,1,0,0,,5,,,,,,,,,,,
1108,Washington Sundar,YBK Jaiswal,1,11.4,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,0,0,12,0,1,0,1.0,5,522.0,,,,,,,,,,
1109,Washington Sundar,YBK Jaiswal,1,11.5,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,1,0,12,0,1,0,1.0,5,522.0,,,,,,,,,,
1110,Fazalhaq Farooqi,YBK Jaiswal,1,12.1,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,4,0,13,0,1,0,1.0,5,523.0,,,,,,,,,,
1111,Fazalhaq Farooqi,YBK Jaiswal,1,12.2,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,0,0,13,0,1,0,1.0,5,523.0,,,,,,,,,,
1112,Fazalhaq Farooqi,YBK Jaiswal,1,12.3,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,0,1,13,0,1,0,1.0,5,523.0,,,,,,,,,,
1113,B Kumar,JC Buttler,2,0.5,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,0,0,1,1,0,0,1.0,5,511.0,,,,,,,,,,
1114,B Kumar,JC Buttler,2,0.6,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,0,0,1,1,0,0,1.0,5,511.0,,,,,,,,,,
1115,B Kumar,JC Buttler,2,0.7,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,0,0,1,1,0,0,1.0,5,511.0,,,,,,,,,,
1116,Fazalhaq Farooqi,JC Buttler,2,1.4,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,3,0,2,1,0,0,1.0,5,512.0,,,,,,,,,,
1117,B Kumar,JC Buttler,2,2.1,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,6,0,3,1,0,0,1.0,5,513.0,,,,,,,,,,
1118,B Kumar,JC Buttler,2,2.2,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,2,0,3,1,0,0,1.0,5,513.0,,,,,,,,,,
1119,B Kumar,JC Buttler,2,2.3,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,1,0,3,1,0,0,1.0,5,513.0,,,,,,,,,,
1120,Washington Sundar,JC Buttler,2,3.1,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,6,0,4,1,0,0,1.0,5,514.0,,,,,,,,,,
1121,Washington Sundar,YBK Jaiswal,1,11.3,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,0,0,12,0,1,0,1.0,5,522.0,,,,,,,,,,
1122,Washington Sundar,JC Buttler,2,3.2,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,6,0,4,1,0,0,1.0,5,514.0,,,,,,,,,,
1123,Washington Sundar,JC Buttler,2,3.4,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,1,0,4,1,0,0,1.0,5,514.0,,,,,,,,,,
1124,T Natarajan,JC Buttler,2,4.1,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,4,0,5,1,0,0,1.0,5,515.0,,,,,,,,,,
1125,T Natarajan,JC Buttler,2,4.2,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,0,0,5,1,0,0,1.0,5,515.0,,,,,,,,,,
1126,T Natarajan,JC Buttler,2,4.3,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,4,0,5,1,0,0,1.0,5,515.0,,,,,,,,,,
1127,T Natarajan,JC Buttler,2,4.4,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,4,0,5,1,0,0,1.0,5,515.0,,,,,,,,,,
1128,T Natarajan,JC Buttler,2,4.5,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,4,0,5,1,0,0,1.0,5,515.0,,,,,,,,,,
1129,T Natarajan,JC Buttler,2,4.6,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,1,0,5,1,0,0,1.0,5,515.0,,,,,,,,,,
1130,Fazalhaq Farooqi,JC Buttler,2,5.1,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,4,0,6,1,0,0,1.0,5,516.0,,,,,,,,,,
1131,Fazalhaq Farooqi,JC Buttler,2,5.2,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,0,0,6,1,0,0,1.0,5,516.0,,,,,,,,,,
1132,Fazalhaq Farooqi,JC Buttler,2,5.3,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,4,0,6,1,0,0,1.0,5,516.0,,,,,,,,,,
1133,Fazalhaq Farooqi,JC Buttler,2,5.4,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,4,0,6,1,0,0,1.0,5,516.0,,,,,,,,,,
1134,Fazalhaq Farooqi,JC Buttler,2,5.5,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,0,1,6,1,0,0,1.0,5,516.0,,,,,,,,,,
1135,Fazalhaq Farooqi,SV Samson,3,5.6,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,0,0,6,1,0,0,1.0,5,516.0,,,,,,,,,,
1136,Washington Sundar,JC Buttler,2,3.3,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,0,0,4,1,0,0,1.0,5,514.0,,,,,,,,,,
1137,AU Rashid,SV Samson,3,6.5,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,1,0,7,0,1,0,1.0,5,517.0,,,,,,,,,,
1138,AU Rashid,YBK Jaiswal,1,10.6,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,1,0,11,0,1,0,1.0,5,521.0,,,,,,,,,,
1139,AU Rashid,YBK Jaiswal,1,10.3,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,1,0,11,0,1,0,1.0,5,521.0,,,,,,,,,,
1140,B Kumar,YBK Jaiswal,1,0.1,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,0,0,1,1,0,0,1.0,5,511.0,,,,,,,,,,
1141,B Kumar,YBK Jaiswal,1,0.2,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,0,0,1,1,0,0,1.0,5,511.0,,,,,,,,,,
1142,B Kumar,YBK Jaiswal,1,0.3,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,4,0,1,1,0,0,1.0,5,511.0,,,,,,,,,,
1143,B Kumar,YBK Jaiswal,1,0.4,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,1,0,1,1,0,0,1.0,5,511.0,,,,,,,,,,
1144,Fazalhaq Farooqi,YBK Jaiswal,1,1.1,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,4,0,2,1,0,0,1.0,5,512.0,,,,,,,,,,
1145,Fazalhaq Farooqi,YBK Jaiswal,1,1.2,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,0,0,2,1,0,0,1.0,5,512.0,,,,,,,,,,
1146,Fazalhaq Farooqi,YBK Jaiswal,1,1.3,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,3,0,2,1,0,0,1.0,5,512.0,,,,,,,,,,
1147,Fazalhaq Farooqi,YBK Jaiswal,1,1.5,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,4,0,2,1,0,0,1.0,5,512.0,,,,,,,,,,
1148,Fazalhaq Farooqi,YBK Jaiswal,1,1.6,1st innings,RR,SRH,Hyderabad,2023-04-02,IPL,T20,0,0,2,1,0,0,1.0,5,512.0,,,,,,,,,,
